score	chembl_id	target_type	organism	tax_id	targ_comp
146	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7627
145	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7759
145	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7513
145	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7451
144	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7477
143	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7604
143	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7546
142	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7747
142	CHEMBL4841	SINGLE PROTEIN	Staphylococcus aureus	1280	3157
140	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7626
140	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7569
139	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7735
139	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7426
138	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7440
137	CHEMBL2242741	SINGLE PROTEIN	Aquifex aeolicus (strain VF5)	224324	7170
136	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7427
135	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7561
135	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7619
134	CHEMBL2163170	SINGLE PROTEIN	Pseudomonas aeruginosa	287	6849
134	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7629
134	CHEMBL4320	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	2637
134	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7603
132	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7548
132	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7545
130	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7487
130	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7691
128	CHEMBL1075211	SINGLE PROTEIN	Pseudomonas aeruginosa	287	4409
128	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7679
128	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7734
127	CHEMBL2095232	PROTEIN COMPLEX	Escherichia coli (strain K12)	83333	5211
127	CHEMBL4788	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	3105
127	CHEMBL2363077	PROTEIN COMPLEX	Neisseria gonorrhoeae	485	7422
127	CHEMBL1908385	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5560
127	CHEMBL1956	SINGLE PROTEIN	Escherichia coli K-12	83333	280
125	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7700
125	CHEMBL3243917	SINGLE PROTEIN	Streptomyces exfoliatus	1905	8548
122	CHEMBL1075077	SINGLE PROTEIN	Escherichia coli K-12	83333	4223
122	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7708
122	CHEMBL3112380	SINGLE PROTEIN	Streptococcus pneumoniae	1313	8314
122	CHEMBL2146299	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	6766
122	CHEMBL4786	SINGLE PROTEIN	Geobacillus stearothermophilus	1422	3103
121	CHEMBL2268012	SINGLE PROTEIN	Spinacia oleracea	3562	7187
120	CHEMBL1075044	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	4107
120	CHEMBL2301	SINGLE PROTEIN	Gallus gallus	9031	642
119	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7749
119	CHEMBL1921665	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5652
119	CHEMBL1667669	SINGLE PROTEIN	Legionella pneumophila	446	5255
119	CHEMBL4910	SINGLE PROTEIN	Staphylococcus aureus	1280	3223
119	CHEMBL4252	SINGLE PROTEIN	Alteromonas sp.	232	2571
118	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7737
118	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7490
118	CHEMBL1075045	SINGLE PROTEIN	Bacillus anthracis	1392	4108
118	CHEMBL4319	SINGLE PROTEIN	Streptococcus pneumoniae R6	171101	2636
117	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7501
117	CHEMBL4405	SINGLE PROTEIN	Escherichia coli K-12	83333	2721
117	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7706
117	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7439
117	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7536
117	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7510
116	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7516
116	CHEMBL1293253	SINGLE PROTEIN	Arabidopsis thaliana	3702	4927
116	CHEMBL2176859	SINGLE PROTEIN	Staphylococcus aureus	1280	7073
116	CHEMBL3994	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus MRSA252	282458	5241
115	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7782
115	CHEMBL2285352	SINGLE PROTEIN	Solanum lycopersicum	4081	7193
115	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7506
114	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7606
113	CHEMBL2150835	SINGLE PROTEIN	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	6825
113	CHEMBL1687683	SINGLE PROTEIN	Staphylococcus aureus	1280	5238
113	CHEMBL1649054	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	208964	5101
113	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7565
113	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7761
112	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7444
112	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7518
111	CHEMBL4032	SINGLE PROTEIN	Escherichia coli K-12	83333	2351
111	CHEMBL2362993	SINGLE PROTEIN	Mycobacterium leprae (strain TN)	272631	7339
111	CHEMBL2364668	SINGLE PROTEIN	Bacteria	2	2351
110	CHEMBL5662	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	3972
109	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7429
109	CHEMBL4268	SINGLE PROTEIN	Staphylococcus aureus	1280	2587
109	CHEMBL3515	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	93062	1836
109	CHEMBL2363021	PROTEIN FAMILY	Staphylococcus	1279	2587
109	CHEMBL1075049	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	4112
109	CHEMBL2362972	PROTEIN FAMILY	Staphylococcus aureus	1280	2587
108	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7726
108	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7618
107	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	252
106	CHEMBL2016432	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5893
106	CHEMBL3897	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	2217
105	CHEMBL2366488	SINGLE PROTEIN	Helicobacter pylori (strain HPAG1)	357544	8043
105	CHEMBL2285351	SINGLE PROTEIN	Arabidopsis thaliana	3702	7192
105	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7696
104	CHEMBL1075036	SINGLE PROTEIN	Yersinia pestis CA88-4125	412420	4051
104	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7634
103	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7595
103	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7574
103	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7454
101	CHEMBL1075251	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4558
100	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7505
100	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7430
99.8	CHEMBL2363020	PROTEIN FAMILY	Pseudomonas aeruginosa	287	3830
99.8	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7576
99.8	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7763
99.8	CHEMBL5539	SINGLE PROTEIN	Pseudomonas aeruginosa	287	3830
99.4	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7654
99	CHEMBL2354204	PROTEIN FAMILY	Bacteria	2	365
98.6	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7753
98.6	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7695
98.2	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7528
98.2	CHEMBL1795200	SINGLE PROTEIN	Yersinia pestis	632	5541
97.8	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7491
97.8	CHEMBL4976	SINGLE PROTEIN	Escherichia coli K-12	83333	3288
97.4	CHEMBL6063	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4597
97.4	CHEMBL2364678	SINGLE PROTEIN	Bacteria	2	165
97.4	CHEMBL1857	SINGLE PROTEIN	Escherichia coli K-12	83333	165
96.7	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7607
96.7	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7640
95.9	CHEMBL5904	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	4378
95.9	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7768
95.5	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7773
95.5	CHEMBL4856	SINGLE PROTEIN	Escherichia coli K-12	83333	3172
95.1	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	250
94.7	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7523
94.4	CHEMBL5245	SINGLE PROTEIN	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	199310	3543
93.6	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7456
93.2	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7754
92.8	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7560
92.4	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7623
92.4	CHEMBL1795136	SINGLE PROTEIN	Gallus gallus	9031	5733
92.4	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7758
92.4	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7582
92	CHEMBL5767	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4151
91.3	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7681
91.3	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7682
90.9	CHEMBL1075048	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	4111
89.7	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7622
89.7	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7713
89.7	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7452
89.4	CHEMBL2363020	PROTEIN FAMILY	Pseudomonas aeruginosa	287	7364
89.4	CHEMBL1075046	SINGLE PROTEIN	Bacillus anthracis	1392	4109
89.4	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7639
89.4	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7632
89	CHEMBL2011	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	341
89	CHEMBL2540	SINGLE PROTEIN	Escherichia coli K-12	83333	879
88.6	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7512
88.6	CHEMBL4083	SINGLE PROTEIN	Escherichia coli K-12	83333	2402
88.6	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7702
88.2	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7462
88.2	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7556
87.4	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7549
87.4	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7564
87	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7515
87	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7685
87	CHEMBL5783	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4196
85.9	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7686
85.5	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7630
85.1	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7718
84.7	CHEMBL5687	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	85962	4009
83.6	CHEMBL1075177	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4297
83.6	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7573
83.6	CHEMBL5526	SINGLE PROTEIN	Escherichia coli K-12	83333	3817
83.6	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7760
83.6	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7628
83.2	CHEMBL2366479	SINGLE PROTEIN	Arabidopsis thaliana	3702	8034
83.2	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7608
82.8	CHEMBL3430	SINGLE PROTEIN	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	100226	1752
82.8	CHEMBL3217375	SINGLE PROTEIN	Escherichia coli (strain K12)	83333	8477
82.8	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7612
82.8	CHEMBL1075041	SINGLE PROTEIN	Arabidopsis thaliana	3702	4104
82.4	CHEMBL2029196	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	5861
82	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7553
81.6	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7740
81.6	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7492
81.3	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7705
81.3	CHEMBL5765	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4149
81.3	CHEMBL2366480	SINGLE PROTEIN	Escherichia coli (strain K12)	83333	8035
80.9	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7496
80.9	CHEMBL2111331	PROTEIN FAMILY	Bacillus subtilis (strain 168)	224308	2210
80.9	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7739
80.5	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7744
80.1	CHEMBL2242731	SINGLE PROTEIN	Zea mays	4577	7160
80.1	CHEMBL3091270	SINGLE PROTEIN	Burkholderia pseudomallei (strain K96243)	272560	8267
79.7	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7435
79	CHEMBL1293284	SINGLE PROTEIN	Escherichia coli K-12	83333	5008
78.6	CHEMBL2366455	SINGLE PROTEIN	Nicotiana tabacum	4097	8010
78.6	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7450
78.6	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7704
78.6	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7434
78.2	CHEMBL2354204	PROTEIN FAMILY	Bacteria	2	113
78.2	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7431
77.8	CHEMBL1795101	SINGLE PROTEIN	Escherichia coli	562	4889
77.4	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7645
77	CHEMBL3137292	SINGLE PROTEIN	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332	8356
77	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7742
76.6	CHEMBL1293297	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5076
76.3	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7765
76.3	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7572
76.3	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7494
75.9	CHEMBL1075078	SINGLE PROTEIN	Escherichia coli K-12	83333	4224
75.9	CHEMBL2354313	SINGLE PROTEIN	Bacteria	2	140
75.9	CHEMBL1840	SINGLE PROTEIN	Escherichia coli K-12	83333	140
75.9	CHEMBL5270	SINGLE PROTEIN	Bacillus anthracis	1392	3568
75.9	CHEMBL2354204	PROTEIN FAMILY	Bacteria	2	140
75.9	CHEMBL2366515	SINGLE PROTEIN	Cichorium intybus	13427	8070
75.5	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7514
75.1	CHEMBL2366510	SINGLE PROTEIN	Oryza sativa subsp. japonica	39947	8065
75.1	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7520
74.3	CHEMBL2367	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus Mu50	158878	709
74.3	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7467
74.3	CHEMBL2010635	SINGLE PROTEIN	Staphylococcus aureus	1280	5824
73.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7443
73.9	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7712
73.9	CHEMBL4734	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	3051
73.9	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7495
73.9	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7743
73.2	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7631
73.2	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7599
73.2	CHEMBL2366419	SINGLE PROTEIN	Micromonas pusilla (strain CCMP1545) (Picoplanktonic green alga)	564608	7974
73.2	CHEMBL6187	SINGLE PROTEIN	Staphylococcus aureus	1280	4766
72.4	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7458
71.2	CHEMBL1949487	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	5659
70.5	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7611
70.1	CHEMBL2364669	SINGLE PROTEIN	Bacteria	2	103
70.1	CHEMBL4888	SINGLE PROTEIN	Salmonella enterica subsp. enterica serovar Typhi	90370	3204
70.1	CHEMBL1809	SINGLE PROTEIN	Escherichia coli K-12	83333	103
69.7	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7539
69.7	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7684
69.3	CHEMBL2757	SINGLE PROTEIN	Streptococcus pneumoniae	1313	1090
68.9	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7551
68.9	CHEMBL3217377	SINGLE PROTEIN	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332	8479
68.2	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7610
68.2	CHEMBL5457	SINGLE PROTEIN	Mycobacterium avium	1764	3749
68.2	CHEMBL4251	SINGLE PROTEIN	Bacillus subtilis	1423	2570
67.4	CHEMBL1681620	SINGLE PROTEIN	Staphylococcus aureus	1280	4947
67	CHEMBL3565	SINGLE PROTEIN	Neisseria gonorrhoeae	485	1886
67	CHEMBL4012	SINGLE PROTEIN	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcuslactis)	272623	2331
66.2	CHEMBL3853	SINGLE PROTEIN	Enterobacter aerogenes	548	2170
66.2	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7433
65.9	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7567
65.9	CHEMBL3271926	SINGLE PROTEIN	Geobacillus stearothermophilus	1422	8599
65.1	CHEMBL3102688	SINGLE PROTEIN	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	83331	8274
64.7	CHEMBL3644	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus MW2	196620	1960
64.3	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7741
63.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7463
63.5	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7493
63.2	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7554
63.2	CHEMBL5114	SINGLE PROTEIN	Staphylococcus aureus	1280	3419
62.8	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7683
62.8	CHEMBL3217379	SINGLE PROTEIN	Escherichia coli (strain K12)	83333	8481
61.6	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7570
61.2	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7641
61.2	CHEMBL1075059	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	4158
61.2	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7432
60.8	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7457
60.8	CHEMBL2362972	PROTEIN FAMILY	Staphylococcus aureus	1280	1833
60.8	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7698
60.8	CHEMBL2363021	PROTEIN FAMILY	Staphylococcus	1279	1833
60.8	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7580
60.8	CHEMBL3512	SINGLE PROTEIN	Staphylococcus aureus	1280	1833
60.5	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7636
60.1	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7598
60.1	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7478
59.7	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7767
59.3	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7785
58.9	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7555
58.5	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7755
58.2	CHEMBL2111331	PROTEIN FAMILY	Bacillus subtilis (strain 168)	224308	2174
58.2	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7710
58.2	CHEMBL1926489	SINGLE PROTEIN	Nicotiana tabacum	4097	5691
58.2	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7729
58.2	CHEMBL5755	SINGLE PROTEIN	Arthrospira platensis	118562	4139
57.4	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7508
57.4	CHEMBL2366436	SINGLE PROTEIN	Medicago truncatula	3880	7991
57.4	CHEMBL2242742	SINGLE PROTEIN	Arabidopsis thaliana	3702	7171
57.4	CHEMBL1667682	SINGLE PROTEIN	Escherichia coli (strain B / BL21-DE3)	469008	5462
57	CHEMBL1075047	SINGLE PROTEIN	Escherichia coli K-12	83333	4110
57	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7738
