score	chembl_id	target_type	organism	tax_id	targ_comp
193	CHEMBL1697658	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4870
192	CHEMBL1075025	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	4040
191	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7596
189	CHEMBL3414	SINGLE PROTEIN	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	10360	1736
189	CHEMBL1667687	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5278
189	CHEMBL5345	SINGLE PROTEIN	Human herpesvirus 5	10359	3641
189	CHEMBL5933	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4428
189	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7727
189	CHEMBL3224	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	1546
188	CHEMBL2366433	SINGLE PROTEIN	Botryotinia fuckeliana (strain T4) (Noble rot fungus) (Botrytiscinerea)	999810	7988
188	CHEMBL1075258	SINGLE PROTEIN	Staphylococcus aureus	1280	4565
187	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7537
185	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7783
185	CHEMBL1293315	SINGLE PROTEIN	Enterococcus faecalis	1351	5190
184	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7428
184	CHEMBL4857	SINGLE PROTEIN	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	186497	3173
184	CHEMBL3217400	SINGLE PROTEIN	Sphingomonas paucimobilis	13689	8502
182	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7442
182	CHEMBL1075024	SINGLE PROTEIN	Streptococcus pneumoniae	1313	4039
182	CHEMBL1641336	SINGLE PROTEIN	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	100226	5261
181	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7655
180	CHEMBL2242730	SINGLE PROTEIN	Arabidopsis thaliana	3702	7159
180	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7605
179	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7689
179	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7621
177	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7476
176	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7509
175	CHEMBL2095232	PROTEIN COMPLEX	Escherichia coli (strain K12)	83333	5214
175	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7616
175	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7557
174	CHEMBL1075034	SINGLE PROTEIN	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR))	10254	4049
174	CHEMBL2176864	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	36329	7078
174	CHEMBL2366440	SINGLE PROTEIN	Bemisia tabaci	7038	7995
174	CHEMBL4723	SINGLE PROTEIN	Mucor hiemalis	64493	3040
173	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7504
173	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7756
172	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7699
172	CHEMBL4904	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4796
172	CHEMBL2189157	SINGLE PROTEIN	Manduca sexta	7130	7126
172	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7489
172	CHEMBL3227916	SINGLE PROTEIN	Cricetulus griseus	10029	8509
171	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	238
171	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7736
171	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7547
171	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7694
170	CHEMBL2268011	SINGLE PROTEIN	Caenorhabditis elegans	6239	7186
170	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7678
167	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7752
167	CHEMBL4256	SINGLE PROTEIN	Candida albicans	5476	2575
166	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7703
166	CHEMBL3275	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	1596
165	CHEMBL3102690	SINGLE PROTEIN	Bacillus anthracis	1392	8276
164	CHEMBL2982	SINGLE PROTEIN	Toxoplasma gondii	5811	1313
164	CHEMBL2364026	SINGLE PROTEIN	Cryptosporidium parvum	5807	7676
162	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7677
162	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7497
160	CHEMBL2111393	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	559292	2441
160	CHEMBL1741172	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5526
159	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7701
158	CHEMBL5589	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	3880
158	CHEMBL2111355	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	559292	3880
158	CHEMBL2111410	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	559292	3880
157	CHEMBL5093	SINGLE PROTEIN	Escherichia coli K-12	83333	5115
156	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7757
156	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7475
155	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7625
155	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7725
155	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7653
155	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7511
154	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7784
154	CHEMBL1741198	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5528
154	CHEMBL1075170	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4290
153	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7728
152	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7571
152	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7502
152	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7750
151	CHEMBL1795084	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5048
150	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7656
150	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7447
150	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7568
149	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7526
149	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7586
147	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7449
147	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7781
147	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7692
146	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7627
146	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7488
146	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7448
145	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7451
144	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7477
143	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7546
143	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7604
142	CHEMBL2176861	SINGLE PROTEIN	Mycobacterium tuberculosis H37Rv	83332	7075
142	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7747
140	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7569
140	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7626
139	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7426
139	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7735
138	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7440
138	CHEMBL4206	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	2525
137	CHEMBL1075252	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4559
136	CHEMBL2366430	SINGLE PROTEIN	Loa loa	7209	7985
136	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7427
135	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7619
135	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7561
134	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7919
134	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7629
134	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7603
134	CHEMBL4320	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	2637
133	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7913
132	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7545
132	CHEMBL3158	SINGLE PROTEIN	Penicillium chrysogenum	5076	1483
132	CHEMBL3147	SINGLE PROTEIN	Gallus gallus	9031	1472
132	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7911
130	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7691
130	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7895
130	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7487
129	CHEMBL5370	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	3666
129	CHEMBL3569	SINGLE PROTEIN	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius)	521098	1889
128	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7679
128	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7734
127	CHEMBL2363077	PROTEIN COMPLEX	Neisseria gonorrhoeae	485	7422
127	CHEMBL5213	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	3513
127	CHEMBL1956	SINGLE PROTEIN	Escherichia coli K-12	83333	280
125	CHEMBL3243917	SINGLE PROTEIN	Streptomyces exfoliatus	1905	8548
125	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7700
124	CHEMBL2669	SINGLE PROTEIN	Gallus gallus	9031	1005
124	CHEMBL3301558	SINGLE PROTEIN	Plasmodium falciparum	5833	8662
123	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7925
122	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7924
122	CHEMBL4786	SINGLE PROTEIN	Geobacillus stearothermophilus	1422	3103
122	CHEMBL3217404	SINGLE PROTEIN	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274	8506
121	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7912
120	CHEMBL2301	SINGLE PROTEIN	Gallus gallus	9031	642
119	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7749
119	CHEMBL1667669	SINGLE PROTEIN	Legionella pneumophila	446	5255
119	CHEMBL4252	SINGLE PROTEIN	Alteromonas sp.	232	2571
119	CHEMBL4910	SINGLE PROTEIN	Staphylococcus aureus	1280	3223
118	CHEMBL2021756	SINGLE PROTEIN	Thermomyces lanuginosus	5541	5835
118	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7490
118	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7737
117	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7501
117	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7510
117	CHEMBL4405	SINGLE PROTEIN	Escherichia coli K-12	83333	2721
115	CHEMBL1697676	SINGLE PROTEIN	Cryptococcus neoformans var. grubii	178876	5250
113	CHEMBL1744528	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4917
113	CHEMBL1649054	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	208964	5101
113	CHEMBL2364702	PROTEIN FAMILY	Pediculus humanus capitis	121226	7910
112	CHEMBL5268	SINGLE PROTEIN	Pseudopleuronectes americanus	8265	3566
111	CHEMBL4385	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	2701
110	CHEMBL5662	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	3972
109	CHEMBL1075049	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	4112
109	CHEMBL5337	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	237561	3633
108	CHEMBL4538	SINGLE PROTEIN	Arabidopsis thaliana	3702	2855
107	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	252
107	CHEMBL1697663	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4874
106	CHEMBL2169720	SINGLE PROTEIN	Drosophila melanogaster	7227	6870
106	CHEMBL5931	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4426
106	CHEMBL1293308	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	237561	5138
106	CHEMBL3897	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	2217
105	CHEMBL1697665	SINGLE PROTEIN	Mycobacterium bovis	1765	4876
104	CHEMBL4515	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	2832
104	CHEMBL5182	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	3484
104	CHEMBL1075261	SINGLE PROTEIN	Ixodes ricinus	34613	4568
104	CHEMBL1075036	SINGLE PROTEIN	Yersinia pestis CA88-4125	412420	4051
102	CHEMBL3097984	SINGLE PROTEIN	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812	8271
101	CHEMBL1075251	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	4558
100	CHEMBL5831	SINGLE PROTEIN	Toxoplasma gondii	5811	4275
100	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7505
100	CHEMBL1275214	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5163
99	CHEMBL1075192	SINGLE PROTEIN	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421	4352
98.6	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7695
98.6	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7753
97.8	CHEMBL4976	SINGLE PROTEIN	Escherichia coli K-12	83333	3288
97.4	CHEMBL2364678	SINGLE PROTEIN	Bacteria	2	165
97.4	CHEMBL1857	SINGLE PROTEIN	Escherichia coli K-12	83333	165
96.7	CHEMBL5323	SINGLE PROTEIN	Staphylococcus aureus	1280	3620
95.5	CHEMBL4856	SINGLE PROTEIN	Escherichia coli K-12	83333	3172
95.1	CHEMBL4153	SINGLE PROTEIN	Cavia porcellus	10141	2473
94.4	CHEMBL1075168	SINGLE PROTEIN	Clostridium perfringens (strain 13 / Type A)	195102	4250
92.8	CHEMBL2233621	SINGLE PROTEIN	Escherichia coli (strain K12)	83333	7157
92.4	CHEMBL1075095	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	3948
92.4	CHEMBL1795136	SINGLE PROTEIN	Gallus gallus	9031	5733
92.4	CHEMBL1075130	SINGLE PROTEIN	Ureaplasma parvum serovar 3 (strain ATCC 700970)	273119	4069
92	CHEMBL2366507	SINGLE PROTEIN	Periplaneta americana	6978	8062
92	CHEMBL5767	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4151
92	CHEMBL2366443	SINGLE PROTEIN	Raphanus raphanistrum	109996	7998
91.7	CHEMBL1075042	SINGLE PROTEIN	Arthrobacter protophormiae	37930	4105
90.1	CHEMBL2366415	SINGLE PROTEIN	Nicotiana tabacum	4097	7970
89.7	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7452
89.7	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7622
89	CHEMBL2011	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	341
88.6	CHEMBL5418	SINGLE PROTEIN	Amphiuma tridactylum	8313	3712
88.2	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7556
87.4	CHEMBL2366439	SINGLE PROTEIN	Spodoptera exigua	7107	7994
87.4	CHEMBL4263	SINGLE PROTEIN	Arabidopsis thaliana	3702	2582
87.4	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7564
87	CHEMBL5783	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4196
86.3	CHEMBL1293300	SINGLE PROTEIN	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	373153	5132
85.9	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7686
85.1	CHEMBL4348	SINGLE PROTEIN	Beta vulgaris	161934	2665
83.6	CHEMBL1687685	SINGLE PROTEIN	Escherichia coli (strain K12)	83333	5207
82.8	CHEMBL1075041	SINGLE PROTEIN	Arabidopsis thaliana	3702	4104
82.8	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7612
82.8	CHEMBL1293245	SINGLE PROTEIN	Danio rerio	7955	4922
82	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7553
81.6	CHEMBL6185	SINGLE PROTEIN	Candida glabrata CBS 138	284593	4764
80.9	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7496
80.5	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7744
80.5	CHEMBL6045	SINGLE PROTEIN	Drosophila melanogaster	7227	4579
79.7	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7435
79	CHEMBL1293284	SINGLE PROTEIN	Escherichia coli K-12	83333	5008
78.2	CHEMBL1075031	SINGLE PROTEIN	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274	4046
77	CHEMBL3137292	SINGLE PROTEIN	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332	8356
77	CHEMBL4669	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	2987
77	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7742
76.6	CHEMBL1293297	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5076
76.3	CHEMBL2176852	SINGLE PROTEIN	Plasmodium falciparum (isolate 3D7)	36329	7066
76.3	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7494
76.3	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7765
75.9	CHEMBL1075078	SINGLE PROTEIN	Escherichia coli K-12	83333	4224
75.5	CHEMBL1293302	SINGLE PROTEIN	Caenorhabditis elegans	6239	5134
75.5	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7514
75.1	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7520
74.3	CHEMBL2380186	SINGLE PROTEIN	Gallus gallus	9031	8144
74.3	CHEMBL2401609	SINGLE PROTEIN	Flaveria bidentis	4224	8182
73.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7443
73.9	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7712
73.2	CHEMBL3925	SINGLE PROTEIN	Cochliobolus lunatus	5503	2245
72.4	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7458
72.4	CHEMBL3085614	SINGLE PROTEIN	Caenorhabditis elegans	6239	8248
71.2	CHEMBL1949487	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	5659
70.9	CHEMBL2111410	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	559292	5179
70.9	CHEMBL2111355	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	559292	5179
70.5	CHEMBL4638	SINGLE PROTEIN	Aspergillus fumigatus	746128	2955
70.1	CHEMBL1075068	SINGLE PROTEIN	Drosophila melanogaster	7227	4167
69.7	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7539
69.7	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7684
69.3	CHEMBL2366574	PROTEIN FAMILY	Zea mays	4577	8104
69.3	CHEMBL4615	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	2932
69.3	CHEMBL2757	SINGLE PROTEIN	Streptococcus pneumoniae	1313	1090
68.2	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7610
68.2	CHEMBL4251	SINGLE PROTEIN	Bacillus subtilis	1423	2570
67.8	CHEMBL2331045	SINGLE PROTEIN	Drosophila melanogaster	7227	7277
67.8	CHEMBL2111410	PROTEIN COMPLEX	Saccharomyces cerevisiae S288c	559292	5178
67.8	CHEMBL1250353	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5178
67	CHEMBL4211	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	85962	2530
66.6	CHEMBL3937	SINGLE PROTEIN	Bovine viral diarrhea virus (strain CP7) (BVDV) (Mucosal diseasevirus)	268305	2256
66.2	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7433
65.9	CHEMBL5271	SINGLE PROTEIN	Bacillus anthracis	1392	3569
65.5	CHEMBL1770044	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5424
65.5	CHEMBL2366555	SINGLE PROTEIN	Bromus tectorum	29667	8110
65.1	CHEMBL3102688	SINGLE PROTEIN	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	83331	8274
64.7	CHEMBL2361	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	703
63.2	CHEMBL5114	SINGLE PROTEIN	Staphylococcus aureus	1280	3419
62.8	CHEMBL2364166	PROTEIN COMPLEX	Mycobacterium tuberculosis	1773	7809
62.4	CHEMBL1795119	SINGLE PROTEIN	Onchocerca volvulus	6282	5678
62.4	CHEMBL2366512	SINGLE PROTEIN	Zea mays	4577	8067
62.4	CHEMBL5821	SINGLE PROTEIN	Escherichia coli	562	4265
62	CHEMBL6068	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4602
60.5	CHEMBL2366567	PROTEIN COMPLEX	Spinacia oleracea	3562	8087
60.5	CHEMBL5766	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4150
60.1	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7478
59.3	CHEMBL2366509	SINGLE PROTEIN	Spinacia oleracea	3562	8064
58.9	CHEMBL1770039	SINGLE PROTEIN	Escherichia coli (strain K12)	83333	5419
58.5	CHEMBL5040	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	208964	3351
58.2	CHEMBL1926489	SINGLE PROTEIN	Nicotiana tabacum	4097	5691
58.2	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7729
57.8	CHEMBL3380	SINGLE PROTEIN	Escherichia coli K-12	83333	1703
57.4	CHEMBL2366436	SINGLE PROTEIN	Medicago truncatula	3880	7991
57.4	CHEMBL1667682	SINGLE PROTEIN	Escherichia coli (strain B / BL21-DE3)	469008	5462
57.4	CHEMBL2242742	SINGLE PROTEIN	Arabidopsis thaliana	3702	7171
57	CHEMBL1075047	SINGLE PROTEIN	Escherichia coli K-12	83333	4110
57	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7764
55.8	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7519
54.7	CHEMBL2366523	SINGLE PROTEIN	Lolium rigidum	89674	8078
54.7	CHEMBL4540	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	2857
53.1	CHEMBL1741194	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5384
53.1	CHEMBL6133	SINGLE PROTEIN	Arabidopsis thaliana	3702	4698
53.1	CHEMBL1944499	SINGLE PROTEIN	Astrosclera willeyana	85810	5608
52.8	CHEMBL2366574	PROTEIN FAMILY	Zea mays	4577	8105
52.8	CHEMBL3695	SINGLE PROTEIN	Enterobacteria phage lambda	10710	2010
52.8	CHEMBL1293248	SINGLE PROTEIN	Bacillus subtilis	1423	5149
52.4	CHEMBL5348	SINGLE PROTEIN	Serratia marcescens	615	3644
